GEOID,NAME,variable,estimate,moe,High_Error
0804110,"Avon town, Colorado",B01001_001,6115,17,FALSE
0804165,"Avondale CDP, Colorado",B01001_001,379,256,TRUE
0804620,"Bark Ranch CDP, Colorado",B01001_001,129,73,TRUE
0804935,"Basalt town, Colorado",B01001_001,3815,315,FALSE
0805120,"Battlement Mesa CDP, Colorado",B01001_001,5148,724,FALSE
0805265,"Bayfield town, Colorado",B01001_001,2853,26,FALSE
0806090,"Bennett town, Colorado",B01001_001,3299,210,FALSE
0806172,"Berkley CDP, Colorado",B01001_001,11185,1056,FALSE
0806255,"Berthoud town, Colorado",B01001_001,10892,160,FALSE
0806530,"Bethune town, Colorado",B01001_001,217,79,TRUE
0806602,"Beulah Valley CDP, Colorado",B01001_001,643,327,TRUE
0806970,"Black Forest CDP, Colorado",B01001_001,14437,1260,FALSE
0807025,"Black Hawk city, Colorado",B01001_001,129,70,TRUE
0807190,"Blanca town, Colorado",B01001_001,321,116,TRUE
0807245,"Blende CDP, Colorado",B01001_001,663,193,FALSE
0807410,"Blue River town, Colorado",B01001_001,1238,452,TRUE
0807420,"Blue Sky CDP, Colorado",B01001_001,98,65,TRUE
0807455,"Blue Valley CDP, Colorado",B01001_001,171,153,TRUE
0807571,"Bonanza town, Colorado",B01001_001,11,16,TRUE
0807580,"Bonanza Mountain Estates CDP, Colorado",B01001_001,133,67,TRUE
0807795,"Boone town, Colorado",B01001_001,289,113,TRUE
0807850,"Boulder city, Colorado",B01001_001,106598,68,FALSE
0808070,"Bow Mar town, Colorado",B01001_001,996,203,FALSE
0808290,"Brandon CDP, Colorado",B01001_001,27,36,TRUE
0808345,"Branson town, Colorado",B01001_001,60,35,TRUE
0808400,"Breckenridge town, Colorado",B01001_001,5017,12,FALSE
0808530,"Brick Center CDP, Colorado",B01001_001,88,83,TRUE
0808620,"Briggsdale CDP, Colorado",B01001_001,124,66,TRUE
0808675,"Brighton city, Colorado",B01001_001,40569,172,FALSE
0808950,"Brook Forest CDP, Colorado",B01001_001,535,195,TRUE
0809115,"Brookside town, Colorado",B01001_001,290,83,FALSE
0809280,"Broomfield city, Colorado",B01001_001,73946,NA,NA
0809555,"Brush city, Colorado",B01001_001,5304,19,FALSE
0810105,"Buena Vista town, Colorado",B01001_001,2887,14,FALSE
0810600,"Burlington city, Colorado",B01001_001,3184,16,FALSE
0810985,"Byers CDP, Colorado",B01001_001,1635,614,TRUE
0811260,"Calhan town, Colorado",B01001_001,386,91,FALSE
0811645,"Campo town, Colorado",B01001_001,103,54,TRUE
0811810,"Cañon City city, Colorado",B01001_001,17059,36,FALSE
0811975,"Capulin CDP, Colorado",B01001_001,301,265,TRUE
0812030,"Carbonate town, Colorado",B01001_001,0,13,TRUE
0812045,"Carbondale town, Colorado",B01001_001,6497,17,FALSE
0812325,"Cascade-Chipita Park CDP, Colorado",B01001_001,1302,277,FALSE
0812387,"Castle Pines city, Colorado",B01001_001,11811,24,FALSE
0812393,"Castle Pines Village CDP, Colorado",B01001_001,4462,446,FALSE
0812415,"Castle Rock town, Colorado",B01001_001,74065,93,FALSE
0812450,"Cathedral CDP, Colorado",B01001_001,16,17,TRUE
0812460,"Catherine CDP, Colorado",B01001_001,268,160,TRUE
0812470,"Cattle Creek CDP, Colorado",B01001_001,538,289,TRUE
0812635,"Cedaredge town, Colorado",B01001_001,2572,330,FALSE
0812815,"Centennial city, Colorado",B01001_001,107702,80,FALSE
0812855,"Center town, Colorado",B01001_001,2349,260,FALSE
0812910,"Central City city, Colorado",B01001_001,655,193,FALSE
0812945,"Chacra CDP, Colorado",B01001_001,428,195,TRUE
0813460,"Cheraw town, Colorado",B01001_001,197,66,TRUE
0813590,"Cherry Creek CDP, Colorado",B01001_001,11157,778,FALSE
0813845,"Cherry Hills Village city, Colorado",B01001_001,6405,24,FALSE
0814175,"Cheyenne Wells town, Colorado",B01001_001,932,131,FALSE
0814587,"Cimarron Hills CDP, Colorado",B01001_001,19039,1573,FALSE
0814765,"City of Creede town, Colorado",B01001_001,280,113,TRUE
0815165,"Clifton CDP, Colorado",B01001_001,19443,1605,FALSE
0815302,"Coal Creek CDP, Colorado",B01001_001,2431,514,FALSE
0815330,"Coal Creek town, Colorado",B01001_001,494,193,TRUE
0815440,"Coaldale CDP, Colorado",B01001_001,379,243,TRUE
0815550,"Cokedale town, Colorado",B01001_001,148,82,TRUE
0815605,"Collbran town, Colorado",B01001_001,647,89,FALSE
0815825,"Colona CDP, Colorado",B01001_001,89,72,TRUE
0815935,"Colorado City CDP, Colorado",B01001_001,1932,718,TRUE
0816000,"Colorado Springs city, Colorado",B01001_001,479612,73,FALSE
0816110,"Columbine CDP, Colorado",B01001_001,25940,1384,FALSE
0816385,"Columbine Valley town, Colorado",B01001_001,1928,272,FALSE
0816465,"Comanche Creek CDP, Colorado",B01001_001,530,366,TRUE
0816495,"Commerce City city, Colorado",B01001_001,63050,69,FALSE
0816715,"Conejos CDP, Colorado",B01001_001,0,13,TRUE
0817100,"Cope CDP, Colorado",B01001_001,46,22,TRUE
0817150,"Copper Mountain CDP, Colorado",B01001_001,285,149,TRUE
0817375,"Cortez city, Colorado",B01001_001,8832,25,FALSE
0817485,"Cotopaxi CDP, Colorado",B01001_001,18,21,TRUE
0817760,"Craig city, Colorado",B01001_001,9013,19,FALSE
0817925,"Crawford town, Colorado",B01001_001,459,185,TRUE
0818310,"Crested Butte town, Colorado",B01001_001,1434,311,FALSE
0818420,"Crestone town, Colorado",B01001_001,33,28,TRUE
0818530,"Cripple Creek city, Colorado",B01001_001,1093,288,FALSE
0818585,"Crisman CDP, Colorado",B01001_001,264,148,TRUE
0818640,"Crook town, Colorado",B01001_001,80,40,TRUE
0818750,"Crowley town, Colorado",B01001_001,195,109,TRUE
0819080,"Dacono city, Colorado",B01001_001,6260,22,FALSE
0819150,"Dakota Ridge CDP, Colorado",B01001_001,34234,1365,FALSE
0819355,"De Beque town, Colorado",B01001_001,470,103,FALSE
0819630,"Deer Trail town, Colorado",B01001_001,904,296,FALSE
0819795,"Del Norte town, Colorado",B01001_001,1808,293,FALSE
0819850,"Delta city, Colorado",B01001_001,9137,36,FALSE
0820000,"Denver city, Colorado",B01001_001,710800,NA,NA
0820275,"Derby CDP, Colorado",B01001_001,9009,1158,FALSE
0820440,"Dillon town, Colorado",B01001_001,831,297,TRUE
0820495,"Dinosaur town, Colorado",B01001_001,495,405,TRUE
0820605,"Divide CDP, Colorado",B01001_001,140,141,TRUE
0820770,"Dolores town, Colorado",B01001_001,852,301,TRUE
0821155,"Dotsero CDP, Colorado",B01001_001,1189,363,FALSE
0821265,"Dove Creek town, Colorado",B01001_001,775,193,FALSE
0821330,"Dove Valley CDP, Colorado",B01001_001,5569,665,FALSE
0821390,"Downieville-Lawson-Dumont CDP, Colorado",B01001_001,558,217,TRUE
0822035,"Durango city, Colorado",B01001_001,19148,40,FALSE
0822145,"Eads town, Colorado",B01001_001,646,127,FALSE
0822200,"Eagle town, Colorado",B01001_001,7481,27,FALSE
0822575,"East Pleasant View CDP, Colorado",B01001_001,134,132,TRUE
0822860,"Eaton town, Colorado",B01001_001,5763,21,FALSE
0822882,"Echo Hills CDP, Colorado",B01001_001,362,203,TRUE
0823025,"Eckley town, Colorado",B01001_001,338,141,TRUE
0823135,"Edgewater city, Colorado",B01001_001,5002,20,FALSE
0823300,"Edwards CDP, Colorado",B01001_001,10721,944,FALSE
0823520,"Elbert CDP, Colorado",B01001_001,203,70,TRUE
0823575,"Eldora CDP, Colorado",B01001_001,381,361,TRUE
0823630,"Eldorado Springs CDP, Colorado",B01001_001,284,104,TRUE
0823740,"Elizabeth town, Colorado",B01001_001,1830,335,FALSE
0823795,"El Jebel CDP, Colorado",B01001_001,4328,773,FALSE
0824235,"Ellicott CDP, Colorado",B01001_001,1247,614,TRUE
0824290,"El Moro CDP, Colorado",B01001_001,220,102,TRUE
0824620,"Empire town, Colorado",B01001_001,447,135,FALSE
0824785,"Englewood city, Colorado",B01001_001,33634,75,FALSE
0824950,"Erie town, Colorado",B01001_001,30447,71,FALSE
0825115,"Estes Park town, Colorado",B01001_001,5906,19,FALSE
0825280,"Evans city, Colorado",B01001_001,22092,32,FALSE
0825390,"Evergreen CDP, Colorado",B01001_001,8972,930,FALSE
0825550,"Fairmount CDP, Colorado",B01001_001,10398,1125,FALSE
0825610,"Fairplay town, Colorado",B01001_001,782,231,FALSE
0826270,"Federal Heights city, Colorado",B01001_001,14173,31,FALSE
0826600,"Firestone town, Colorado",B01001_001,16704,29,FALSE
0826765,"Flagler town, Colorado",B01001_001,581,143,FALSE
0826875,"Fleming town, Colorado",B01001_001,707,193,FALSE
0827040,"Florence city, Colorado",B01001_001,3874,24,FALSE
0827095,"Florissant CDP, Colorado",B01001_001,173,108,TRUE
0827175,"Floyd Hill CDP, Colorado",B01001_001,856,246,FALSE
0827370,"Fort Carson CDP, Colorado",B01001_001,18105,1329,FALSE
0827425,"Fort Collins city, Colorado",B01001_001,168758,147,FALSE
0827535,"Fort Garland CDP, Colorado",B01001_001,582,148,FALSE
0827700,"Fort Lupton city, Colorado",B01001_001,8164,37,FALSE
0827810,"Fort Morgan city, Colorado",B01001_001,11501,23,FALSE
0827865,"Fountain city, Colorado",B01001_001,29498,33,FALSE
0827950,"Four Square Mile CDP, Colorado",B01001_001,21420,1553,FALSE
0827975,"Fowler town, Colorado",B01001_001,1115,193,FALSE
0828105,"Foxfield town, Colorado",B01001_001,673,129,FALSE
0828250,"Franktown CDP, Colorado",B01001_001,351,186,TRUE
0828305,"Fraser town, Colorado",B01001_001,1220,315,FALSE
0828360,"Frederick town, Colorado",B01001_001,15037,29,FALSE
0828690,"Frisco town, Colorado",B01001_001,2900,14,FALSE
0828745,"Fruita city, Colorado",B01001_001,13462,22,FALSE
0828800,"Fruitvale CDP, Colorado",B01001_001,8022,758,FALSE
0828830,"Fulford CDP, Colorado",B01001_001,0,13,TRUE
0829185,"Garden City town, Colorado",B01001_001,165,102,TRUE
0829240,"Gardner CDP, Colorado",B01001_001,57,50,TRUE
0829295,"Garfield CDP, Colorado",B01001_001,0,13,TRUE
0829625,"Genesee CDP, Colorado",B01001_001,4046,460,FALSE
0829680,"Genoa town, Colorado",B01001_001,126,45,TRUE
0829735,"Georgetown town, Colorado",B01001_001,1104,201,FALSE
0829845,"Gerrard CDP, Colorado",B01001_001,325,146,TRUE
0829955,"Gilcrest town, Colorado",B01001_001,1082,317,FALSE
0830340,"Glendale city, Colorado",B01001_001,4580,18,FALSE
0830350,"Glendale CDP, Colorado",B01001_001,68,74,TRUE
0830420,"Gleneagle CDP, Colorado",B01001_001,6421,745,FALSE
0830780,"Glenwood Springs city, Colorado",B01001_001,10100,29,FALSE
0830835,"Golden city, Colorado",B01001_001,20461,38,FALSE
0830890,"Goldfield CDP, Colorado",B01001_001,166,96,TRUE
0830945,"Gold Hill CDP, Colorado",B01001_001,249,106,TRUE
0831550,"Granada town, Colorado",B01001_001,482,156,FALSE
0831605,"Granby town, Colorado",B01001_001,2074,465,FALSE
0831660,"Grand Junction city, Colorado",B01001_001,65918,60,FALSE
0831715,"Grand Lake town, Colorado",B01001_001,281,144,TRUE
0831935,"Grand View Estates CDP, Colorado",B01001_001,788,220,FALSE
0832155,"Greeley city, Colorado",B01001_001,107949,102,FALSE
0832650,"Green Mountain Falls town, Colorado",B01001_001,518,199,TRUE
0833035,"Greenwood Village city, Colorado",B01001_001,15537,69,FALSE
0833310,"Grover town, Colorado",B01001_001,165,64,TRUE
0833420,"Guffey CDP, Colorado",B01001_001,29,46,TRUE
0833502,"Gunbarrel CDP, Colorado",B01001_001,10108,803,FALSE
0833640,"Gunnison city, Colorado",B01001_001,6629,18,FALSE
0833695,"Gypsum town, Colorado",B01001_001,8291,13,FALSE
0834520,"Hartman town, Colorado",B01001_001,51,34,TRUE
0834630,"Hartsel CDP, Colorado",B01001_001,0,13,TRUE
0834685,"Hasty CDP, Colorado",B01001_001,92,68,TRUE
0834740,"Haswell town, Colorado",B01001_001,61,28,TRUE
0834960,"Haxtun town, Colorado",B01001_001,917,194,FALSE
0835070,"Hayden town, Colorado",B01001_001,2057,305,FALSE
0835400,"Heeney CDP, Colorado",B01001_001,66,71,TRUE
0835860,"Hidden Lake CDP, Colorado",B01001_001,29,45,TRUE
0836410,"Highlands Ranch CDP, Colorado",B01001_001,101514,2350,FALSE
0836610,"Hillrose town, Colorado",B01001_001,229,75,FALSE
0836940,"Hoehne CDP, Colorado",B01001_001,114,74,TRUE
0837215,"Holly town, Colorado",B01001_001,771,178,FALSE
0837220,"Holly Hills CDP, Colorado",B01001_001,2801,365,FALSE
0837270,"Holyoke city, Colorado",B01001_001,2430,255,FALSE
0837380,"Hooper town, Colorado",B01001_001,178,102,TRUE
0837545,"Hotchkiss town, Colorado",B01001_001,1083,333,FALSE
0837600,"Hot Sulphur Springs town, Colorado",B01001_001,906,280,FALSE
0837655,"Howard CDP, Colorado",B01001_001,976,249,FALSE
0837820,"Hudson town, Colorado",B01001_001,2167,708,FALSE
0837875,"Hugo town, Colorado",B01001_001,929,179,FALSE
0838370,"Idaho Springs city, Colorado",B01001_001,2113,350,FALSE
0838425,"Idalia CDP, Colorado",B01001_001,77,62,TRUE
0838480,"Idledale CDP, Colorado",B01001_001,329,243,TRUE
0838535,"Ignacio town, Colorado",B01001_001,1257,245,FALSE
0838590,"Iliff town, Colorado",B01001_001,333,139,TRUE
0838810,"Indian Hills CDP, Colorado",B01001_001,1445,438,FALSE
0838910,"Inverness CDP, Colorado",B01001_001,2772,528,FALSE
0839160,"Jackson Lake CDP, Colorado",B01001_001,165,94,TRUE
0839195,"Jamestown town, Colorado",B01001_001,287,108,TRUE
0839250,"Jansen CDP, Colorado",B01001_001,235,134,TRUE
0839745,"Joes CDP, Colorado",B01001_001,121,82,TRUE
0839800,"Johnson Village CDP, Colorado",B01001_001,314,207,TRUE
0839855,"Johnstown town, Colorado",B01001_001,17327,24,FALSE
0839965,"Julesburg town, Colorado",B01001_001,1187,161,FALSE
0840185,"Keenesburg town, Colorado",B01001_001,1669,375,FALSE
0840377,"Ken Caryl CDP, Colorado",B01001_001,33505,1521,FALSE
0840515,"Kersey town, Colorado",B01001_001,1453,277,FALSE
0840550,"Keystone CDP, Colorado",B01001_001,995,345,TRUE
0840570,"Kim town, Colorado",B01001_001,51,28,TRUE
0840790,"Kiowa town, Colorado",B01001_001,609,131,FALSE
0840900,"Kirk CDP, Colorado",B01001_001,75,47,TRUE
0841010,"Kit Carson town, Colorado",B01001_001,228,75,FALSE
0841065,"Kittredge CDP, Colorado",B01001_001,1021,368,TRUE
0841560,"Kremmling town, Colorado",B01001_001,1779,413,FALSE
0841835,"Lafayette city, Colorado",B01001_001,30295,42,FALSE
0842000,"Laird CDP, Colorado",B01001_001,5,9,TRUE
0842055,"La Jara town, Colorado",B01001_001,669,174,FALSE
0842110,"La Junta city, Colorado",B01001_001,7244,27,FALSE
0842165,"La Junta Gardens CDP, Colorado",B01001_001,132,97,TRUE
0842330,"Lake City town, Colorado",B01001_001,465,100,FALSE
0842495,"Lakeside town, Colorado",B01001_001,7,7,TRUE
0843000,"Lakewood city, Colorado",B01001_001,156149,49,FALSE
0843110,"Lamar city, Colorado",B01001_001,7667,29,FALSE
0843220,"Laporte CDP, Colorado",B01001_001,2233,396,FALSE
0843550,"Larkspur town, Colorado",B01001_001,182,75,TRUE
0843605,"La Salle town, Colorado",B01001_001,2874,415,FALSE
0843660,"Las Animas city, Colorado",B01001_001,2421,230,FALSE
0844100,"La Veta town, Colorado",B01001_001,830,224,FALSE
0844265,"Lazear CDP, Colorado",B01001_001,142,90,TRUE
0844270,"Lazy Acres CDP, Colorado",B01001_001,1014,307,FALSE
0844320,"Leadville city, Colorado",B01001_001,2622,17,FALSE
0844375,"Leadville North CDP, Colorado",B01001_001,2003,322,FALSE
0844595,"Lewis CDP, Colorado",B01001_001,149,118,TRUE
0844695,"Leyner CDP, Colorado",B01001_001,0,13,TRUE
0844980,"Limon town, Colorado",B01001_001,1479,207,FALSE
0845145,"Lincoln Park CDP, Colorado",B01001_001,4413,551,FALSE
0845255,"Littleton city, Colorado",B01001_001,45531,439,FALSE
0845530,"Lochbuie town, Colorado",B01001_001,7963,18,FALSE
0845680,"Loghill Village CDP, Colorado",B01001_001,673,167,FALSE
0845695,"Log Lane Village town, Colorado",B01001_001,808,229,FALSE
0845750,"Loma CDP, Colorado",B01001_001,1481,950,TRUE
0845955,"Lone Tree city, Colorado",B01001_001,13993,31,FALSE
0845970,"Longmont city, Colorado",B01001_001,98282,327,FALSE
0846355,"Louisville city, Colorado",B01001_001,20920,62,FALSE
0846410,"Louviers CDP, Colorado",B01001_001,266,100,TRUE
0846465,"Loveland city, Colorado",B01001_001,76500,84,FALSE
0847015,"Lynn CDP, Colorado",B01001_001,10,16,TRUE
0847070,"Lyons town, Colorado",B01001_001,1936,361,FALSE
0847235,"McClave CDP, Colorado",B01001_001,93,73,TRUE
0847345,"McCoy CDP, Colorado",B01001_001,0,13,TRUE
0848060,"Manassa town, Colorado",B01001_001,936,160,FALSE
0848115,"Mancos town, Colorado",B01001_001,1121,279,FALSE
0848445,"Manitou Springs city, Colorado",B01001_001,4848,24,FALSE
0848500,"Manzanola town, Colorado",B01001_001,491,176,TRUE
0848555,"Marble town, Colorado",B01001_001,191,99,TRUE
0848940,"Marvel CDP, Colorado",B01001_001,92,59,TRUE
0849215,"Matheson CDP, Colorado",B01001_001,28,19,TRUE
0849325,"Maybell CDP, Colorado",B01001_001,21,36,TRUE
0849490,"Maysville CDP, Colorado",B01001_001,168,118,TRUE
0849600,"Mead town, Colorado",B01001_001,5110,17,FALSE
0849875,"Meeker town, Colorado",B01001_001,2500,326,FALSE
0850012,"Meridian CDP, Colorado",B01001_001,5029,670,FALSE
0850026,"Meridian Village CDP, Colorado",B01001_001,2499,477,FALSE
0850040,"Merino town, Colorado",B01001_001,269,91,TRUE
0850380,"Midland CDP, Colorado",B01001_001,255,199,TRUE
0850480,"Milliken town, Colorado",B01001_001,8438,31,FALSE
0850920,"Minturn town, Colorado",B01001_001,978,309,FALSE
0851250,"Moffat town, Colorado",B01001_001,54,36,TRUE
0851635,"Monte Vista city, Colorado",B01001_001,4201,24,FALSE
0851690,"Montezuma town, Colorado",B01001_001,118,85,TRUE
0851745,"Montrose city, Colorado",B01001_001,20394,27,FALSE
0851800,"Monument town, Colorado",B01001_001,10548,23,FALSE
0851975,"Morgan Heights CDP, Colorado",B01001_001,289,143,TRUE
0852075,"Morrison town, Colorado",B01001_001,393,82,FALSE
0852210,"Mountain Meadows CDP, Colorado",B01001_001,179,79,TRUE
0852350,"Mountain View town, Colorado",B01001_001,682,178,FALSE
0852550,"Mountain Village town, Colorado",B01001_001,1582,213,FALSE
0852570,"Mount Crested Butte town, Colorado",B01001_001,869,240,FALSE
0852820,"Mulford CDP, Colorado",B01001_001,539,199,TRUE
0853010,"Nathrop CDP, Colorado",B01001_001,148,89,TRUE
0853120,"Naturita town, Colorado",B01001_001,479,131,FALSE
0853175,"Nederland town, Colorado",B01001_001,1413,283,FALSE
0853395,"New Castle town, Colorado",B01001_001,4874,16,FALSE
0853780,"Niwot CDP, Colorado",B01001_001,4091,523,FALSE
0853875,"No Name CDP, Colorado",B01001_001,269,263,TRUE
0853945,"Norrie CDP, Colorado",B01001_001,0,13,TRUE
0854330,"Northglenn city, Colorado",B01001_001,37948,54,FALSE
0854495,"North La Junta CDP, Colorado",B01001_001,461,174,TRUE
0854750,"North Washington CDP, Colorado",B01001_001,232,95,TRUE
0854880,"Norwood town, Colorado",B01001_001,558,161,FALSE
0854935,"Nucla town, Colorado",B01001_001,634,161,FALSE
0855045,"Nunn town, Colorado",B01001_001,425,111,FALSE
0855155,"Oak Creek town, Colorado",B01001_001,681,183,FALSE
0855540,"Olathe town, Colorado",B01001_001,1901,500,FALSE
0855705,"Olney Springs town, Colorado",B01001_001,477,171,TRUE
0855870,"Ophir town, Colorado",B01001_001,180,78,TRUE
0855925,"Orchard CDP, Colorado",B01001_001,86,48,TRUE
0855980,"Orchard City town, Colorado",B01001_001,3150,45,FALSE
0856035,"Orchard Mesa CDP, Colorado",B01001_001,7173,1163,FALSE
0856145,"Ordway town, Colorado",B01001_001,1874,244,FALSE
0856365,"Otis town, Colorado",B01001_001,556,108,FALSE
0856420,"Ouray city, Colorado",B01001_001,1007,227,FALSE
0856475,"Ovid town, Colorado",B01001_001,297,90,FALSE
0856695,"Padroni CDP, Colorado",B01001_001,33,22,TRUE
0856860,"Pagosa Springs town, Colorado",B01001_001,1643,385,FALSE
0856970,"Palisade town, Colorado",B01001_001,2571,21,FALSE
0857025,"Palmer Lake town, Colorado",B01001_001,2642,25,FALSE
0857245,"Paoli town, Colorado",B01001_001,63,47,TRUE
0857300,"Paonia town, Colorado",B01001_001,1571,340,FALSE
0857400,"Parachute town, Colorado",B01001_001,1555,462,FALSE
0857445,"Paragon Estates CDP, Colorado",B01001_001,857,224,FALSE
0857465,"Park Center CDP, Colorado",B01001_001,2387,688,FALSE
0857630,"Parker town, Colorado",B01001_001,58733,76,FALSE
0857850,"Parshall CDP, Colorado",B01001_001,53,41,TRUE
0858235,"Peetz town, Colorado",B01001_001,231,69,FALSE
0858400,"Penrose CDP, Colorado",B01001_001,3900,630,FALSE
0858510,"Peoria CDP, Colorado",B01001_001,74,53,TRUE
0858592,"Perry Park CDP, Colorado",B01001_001,1712,294,FALSE
0858675,"Peyton CDP, Colorado",B01001_001,0,13,TRUE
0858785,"Phippsburg CDP, Colorado",B01001_001,345,164,TRUE
0858960,"Piedra CDP, Colorado",B01001_001,40,46,TRUE
0859005,"Pierce town, Colorado",B01001_001,1018,293,FALSE
0859240,"Pine Brook Hill CDP, Colorado",B01001_001,521,176,TRUE
0859520,"Pine Valley CDP, Colorado",B01001_001,526,274,TRUE
0859830,"Pitkin town, Colorado",B01001_001,122,106,TRUE
0859885,"Placerville CDP, Colorado",B01001_001,347,135,TRUE
0860160,"Platteville town, Colorado",B01001_001,2917,17,FALSE
0860600,"Poncha Springs town, Colorado",B01001_001,867,272,FALSE
0860655,"Ponderosa Park CDP, Colorado",B01001_001,3577,394,FALSE
0860765,"Portland CDP, Colorado",B01001_001,118,54,TRUE
0861315,"Pritchett town, Colorado",B01001_001,136,46,TRUE
0862000,"Pueblo city, Colorado",B01001_001,111430,79,FALSE
0862220,"Pueblo West CDP, Colorado",B01001_001,34337,1109,FALSE
0862660,"Ramah town, Colorado",B01001_001,87,41,TRUE
0862880,"Rangely town, Colorado",B01001_001,2382,321,FALSE
0863045,"Raymer (New Raymer) town, Colorado",B01001_001,94,41,TRUE
0863265,"Red Cliff town, Colorado",B01001_001,292,101,TRUE
0863320,"Red Feather Lakes CDP, Colorado",B01001_001,428,257,TRUE
0863375,"Redlands CDP, Colorado",B01001_001,8914,908,FALSE
0863650,"Redstone CDP, Colorado",B01001_001,202,230,TRUE
0863705,"Redvale CDP, Colorado",B01001_001,349,151,TRUE
0864090,"Rico town, Colorado",B01001_001,382,140,TRUE
0864200,"Ridgway town, Colorado",B01001_001,1093,225,FALSE
0864255,"Rifle city, Colorado",B01001_001,10420,32,FALSE
0864870,"Rock Creek Park CDP, Colorado",B01001_001,141,130,TRUE
0864970,"Rockvale town, Colorado",B01001_001,683,239,TRUE
0865190,"Rocky Ford city, Colorado",B01001_001,3850,27,FALSE
0865685,"Rollinsville CDP, Colorado",B01001_001,189,100,TRUE
0865740,"Romeo town, Colorado",B01001_001,365,88,FALSE
0866197,"Roxborough Park CDP, Colorado",B01001_001,9057,827,FALSE
0866895,"Rye town, Colorado",B01001_001,202,118,TRUE
0866995,"Saddle Ridge CDP, Colorado",B01001_001,53,61,TRUE
0867005,"Saguache town, Colorado",B01001_001,535,197,TRUE
0867040,"St. Ann Highlands CDP, Colorado",B01001_001,452,264,TRUE
0867142,"St. Mary's CDP, Colorado",B01001_001,228,153,TRUE
0867280,"Salida city, Colorado",B01001_001,5697,14,FALSE
0867445,"Salt Creek CDP, Colorado",B01001_001,790,378,TRUE
0867500,"San Acacio CDP, Colorado",B01001_001,57,43,TRUE
0867830,"Sanford town, Colorado",B01001_001,1306,277,FALSE
0868105,"San Luis town, Colorado",B01001_001,603,174,FALSE
0868655,"Sawpit town, Colorado",B01001_001,11,13,TRUE
0868847,"Security-Widefield CDP, Colorado",B01001_001,39150,2315,FALSE
0868875,"Sedalia CDP, Colorado",B01001_001,38,29,TRUE
0868930,"Sedgwick town, Colorado",B01001_001,160,75,TRUE
0868985,"Segundo CDP, Colorado",B01001_001,172,108,TRUE
0869040,"Seibert town, Colorado",B01001_001,140,73,TRUE
0869110,"Seven Hills CDP, Colorado",B01001_001,133,161,TRUE
0869150,"Severance town, Colorado",B01001_001,8526,20,FALSE
0869480,"Shaw Heights CDP, Colorado",B01001_001,5458,1036,FALSE
0869645,"Sheridan city, Colorado",B01001_001,6062,31,FALSE
0869700,"Sheridan Lake town, Colorado",B01001_001,56,33,TRUE
0869810,"Sherrelwood CDP, Colorado",B01001_001,19254,1710,FALSE
0870112,"Sierra Ridge CDP, Colorado",B01001_001,2933,807,FALSE
0870195,"Silt town, Colorado",B01001_001,3529,30,FALSE
0870250,"Silver Cliff town, Colorado",B01001_001,735,197,FALSE
0870360,"Silver Plume town, Colorado",B01001_001,203,112,TRUE
0870525,"Silverthorne town, Colorado",B01001_001,4550,13,FALSE
0870580,"Silverton town, Colorado",B01001_001,613,137,FALSE
0870635,"Simla town, Colorado",B01001_001,588,189,FALSE
0871625,"Smeltertown CDP, Colorado",B01001_001,104,113,TRUE
0871755,"Snowmass Village town, Colorado",B01001_001,3076,7,FALSE
0871790,"Snyder CDP, Colorado",B01001_001,106,77,TRUE
0871845,"Somerset CDP, Colorado",B01001_001,61,46,TRUE
0872320,"Southern Ute CDP, Colorado",B01001_001,136,65,TRUE
0872395,"South Fork town, Colorado",B01001_001,458,172,TRUE
0873330,"Springfield town, Colorado",B01001_001,1357,166,FALSE
0873715,"Starkville town, Colorado",B01001_001,182,113,TRUE
0873825,"Steamboat Springs city, Colorado",B01001_001,13251,40,FALSE
0873925,"Stepping Stone CDP, Colorado",B01001_001,2766,604,FALSE
0873935,"Sterling city, Colorado",B01001_001,13466,35,FALSE
0873943,"Sterling Ranch CDP, Colorado",B01001_001,1900,281,FALSE
0874080,"Stonegate CDP, Colorado",B01001_001,9770,866,FALSE
0874275,"Stonewall Gap CDP, Colorado",B01001_001,95,58,TRUE
0874375,"Strasburg CDP, Colorado",B01001_001,3149,814,FALSE
0874430,"Stratmoor CDP, Colorado",B01001_001,7154,1021,FALSE
0874485,"Stratton town, Colorado",B01001_001,722,140,FALSE
0874815,"Sugar City town, Colorado",B01001_001,705,223,FALSE
0874980,"Sugarloaf CDP, Colorado",B01001_001,501,291,TRUE
0875585,"Sunshine CDP, Colorado",B01001_001,212,162,TRUE
0875640,"Superior town, Colorado",B01001_001,13146,48,FALSE
0875970,"Swink town, Colorado",B01001_001,689,215,FALSE
0876190,"Tabernash CDP, Colorado",B01001_001,791,379,TRUE
0876325,"Tall Timber CDP, Colorado",B01001_001,410,288,TRUE
0876795,"Telluride town, Colorado",B01001_001,2622,23,FALSE
0877235,"The Pinery CDP, Colorado",B01001_001,10534,989,FALSE
0877290,"Thornton city, Colorado",B01001_001,141799,65,FALSE
0877510,"Timnath town, Colorado",B01001_001,7122,19,FALSE
0877757,"Todd Creek CDP, Colorado",B01001_001,5057,923,FALSE
0878280,"Towaoc CDP, Colorado",B01001_001,1186,372,FALSE
0878335,"Towner CDP, Colorado",B01001_001,10,8,TRUE
0878345,"Trail Side CDP, Colorado",B01001_001,83,90,TRUE
0878610,"Trinidad city, Colorado",B01001_001,8334,55,FALSE
