GEOID,City,State,Race,Units_per_Structure,Population,PopRank,Units,moe,High_Error,Percent,State_Abb,Geography
1849932,Mishawaka,Indiana,All,5 to 9,50899,853,2889,469,FALSE,0.1136730277395239,IN,"Mishawaka, IN"
1849932,Mishawaka,Indiana,All,10 to 19,50899,853,2100,406,FALSE,0.08262836907338186,IN,"Mishawaka, IN"
1849932,Mishawaka,Indiana,All,20+,50899,853,3177,389.74093959962687,FALSE,0.12500491835530197,IN,"Mishawaka, IN"
1849932,Mishawaka,Indiana,All,Alternatives,50899,853,926,222.03603311174518,TRUE,0.03643517607711981,IN,"Mishawaka, IN"
1851876,Muncie,Indiana,All,"1, detached",65167,630,19622,642,FALSE,0.638633034987795,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,"1, attached",65167,630,746,208,TRUE,0.024279902359641985,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,2,65167,630,1443,250,FALSE,0.04696501220504475,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,3 or 4,65167,630,1895,312,FALSE,0.061676159479251425,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,5 to 9,65167,630,2278,383,FALSE,0.07414157851912123,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,10 to 19,65167,630,1948,381,FALSE,0.06340113913751017,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,20+,65167,630,1929,341.603571409902,FALSE,0.0627827502034174,IN,"Muncie, IN"
1851876,Muncie,Indiana,All,Alternatives,65167,630,864,211.19185590358356,TRUE,0.028120423108218065,IN,"Muncie, IN"
1854180,Noblesville,Indiana,All,"1, detached",70442,568,19641,689,FALSE,0.7239053516143299,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,"1, attached",70442,568,811,213,TRUE,0.02989090372991302,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,2,70442,568,659,263,TRUE,0.024288662833554475,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,3 or 4,70442,568,1164,283,TRUE,0.04290137107474569,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,5 to 9,70442,568,1663,353,TRUE,0.06129293822792275,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,10 to 19,70442,568,1757,425,TRUE,0.06475748194014448,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,20+,70442,568,886,278.60366113890177,TRUE,0.03265516733008993,IN,"Noblesville, IN"
1854180,Noblesville,Indiana,All,Alternatives,70442,568,551,174.59667808981933,TRUE,0.02030812324929972,IN,"Noblesville, IN"
1871000,South Bend,Indiana,All,"1, detached",103084,326,33257,876,FALSE,0.7149890355591865,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,"1, attached",103084,326,1435,222,FALSE,0.03085092660274326,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,2,103084,326,1188,244,TRUE,0.025540697424431352,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,3 or 4,103084,326,2012,355,FALSE,0.04325579395450832,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,5 to 9,103084,326,2505,461,FALSE,0.053854753407576214,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,10 to 19,103084,326,2015,336,FALSE,0.04332029066517608,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,20+,103084,326,3615,436.2866030489591,FALSE,0.07771853635464591,IN,"South Bend, IN"
1871000,South Bend,Indiana,All,Alternatives,103084,326,487,135.32922818075923,TRUE,0.010469966031732381,IN,"South Bend, IN"
1875428,Terre Haute,Indiana,All,"1, detached",58599,726,17700,547,FALSE,0.6742343440499772,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,"1, attached",58599,726,631,184,TRUE,0.024036263903702577,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,2,58599,726,1094,273,TRUE,0.04167301538930367,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,3 or 4,58599,726,2237,364,FALSE,0.08521255523388695,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,5 to 9,58599,726,1571,366,TRUE,0.05984305957641323,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,10 to 19,58599,726,661,244,TRUE,0.025179033978363553,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,20+,58599,726,2136,405.2270968234972,FALSE,0.08136522931586165,IN,"Terre Haute, IN"
1875428,Terre Haute,Indiana,All,Alternatives,58599,726,222,97.50897394599124,TRUE,0.008456498552491238,IN,"Terre Haute, IN"
1901855,Ames,Iowa,All,"1, detached",66265,618,10383,470,FALSE,0.37955110396256764,IA,"Ames, IA"
1901855,Ames,Iowa,All,"1, attached",66265,618,2181,351,FALSE,0.07972656821172686,IA,"Ames, IA"
1901855,Ames,Iowa,All,2,66265,618,911,222,TRUE,0.03330165228834625,IA,"Ames, IA"
1901855,Ames,Iowa,All,3 or 4,66265,618,1301,235,FALSE,0.047558122532534,IA,"Ames, IA"
1901855,Ames,Iowa,All,5 to 9,66265,618,1971,381,FALSE,0.07205000731101038,IA,"Ames, IA"
1901855,Ames,Iowa,All,10 to 19,66265,618,4356,571,FALSE,0.1592338061120047,IA,"Ames, IA"
1901855,Ames,Iowa,All,20+,66265,618,5582,627.6081580094383,FALSE,0.20405029975142563,IA,"Ames, IA"
1901855,Ames,Iowa,All,Alternatives,66265,618,671,158.80806024884254,TRUE,0.02452843983038456,IA,"Ames, IA"
1902305,Ankeny,Iowa,All,"1, detached",68392,593,16138,779,FALSE,0.582283961753563,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,"1, attached",68392,593,4508,679,FALSE,0.16265560165975104,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,2,68392,593,124,104,TRUE,0.004474111491971857,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,3 or 4,68392,593,677,323,TRUE,0.024427205484394733,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,5 to 9,68392,593,1836,316,FALSE,0.06624571531661555,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,10 to 19,68392,593,1395,411,TRUE,0.05033375428468338,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,20+,68392,593,2746,482.9544491978514,FALSE,0.09907992062060256,IA,"Ankeny, IA"
1902305,Ankeny,Iowa,All,Alternatives,68392,593,291,90.24965373894794,TRUE,0.010499729388417825,IA,"Ankeny, IA"
1912000,Cedar Rapids,Iowa,All,"1, detached",136929,212,39495,945,FALSE,0.6254651991448255,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,"1, attached",136929,212,2793,490,FALSE,0.044231530604165015,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,2,136929,212,1027,227,TRUE,0.016264153931427668,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,3 or 4,136929,212,2953,552,FALSE,0.046765381265341674,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,5 to 9,136929,212,3544,415,FALSE,0.05612479214506295,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,10 to 19,136929,212,5414,578,FALSE,0.08573917174756512,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,20+,136929,212,5860,582.7014673055148,FALSE,0.09280228046559506,IA,"Cedar Rapids, IA"
1912000,Cedar Rapids,Iowa,All,Alternatives,136929,212,2059,354.81262660734046,FALSE,0.0326074906960171,IA,"Cedar Rapids, IA"
1916860,Council Bluffs,Iowa,All,"1, detached",62670,663,18776,534,FALSE,0.6868095690979589,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,"1, attached",62670,663,642,147,TRUE,0.023483795449557393,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,2,62670,663,692,177,TRUE,0.025312751481454385,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,3 or 4,62670,663,935,263,TRUE,0.03420147779647377,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,5 to 9,62670,663,1251,270,TRUE,0.04576047991806277,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,10 to 19,62670,663,1592,298,FALSE,0.05823396005560026,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,20+,62670,663,2130,274.4157429886267,FALSE,0.07791352695881192,IA,"Council Bluffs, IA"
1916860,Council Bluffs,Iowa,All,Alternatives,62670,663,1320,310.75713990188547,TRUE,0.04828443924208062,IA,"Council Bluffs, IA"
1919000,Davenport,Iowa,All,"1, detached",101448,335,29801,724,FALSE,0.636365577621183,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,"1, attached",101448,335,2215,292,FALSE,0.04729874012385223,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,2,101448,335,1941,292,FALSE,0.04144778987828315,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,3 or 4,101448,335,1418,270,FALSE,0.030279735212470637,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,5 to 9,101448,335,3110,432,FALSE,0.06641042067051035,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,10 to 19,101448,335,2883,428,FALSE,0.06156310057655349,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,20+,101448,335,4244,506.6162255593478,FALSE,0.09062566730728165,IA,"Davenport, IA"
1919000,Davenport,Iowa,All,Alternatives,101448,335,1218,287.0052264332481,TRUE,0.02600896860986547,IA,"Davenport, IA"
1921000,Des Moines,Iowa,All,"1, detached",213164,110,59904,1362,FALSE,0.6224115538469531,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,"1, attached",213164,110,3640,434,FALSE,0.03782014650111694,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,2,213164,110,2389,340,FALSE,0.02482206867889241,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,3 or 4,213164,110,2397,355,FALSE,0.024905189879993767,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,5 to 9,213164,110,3284,475,FALSE,0.0341212530521066,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,10 to 19,213164,110,4381,566,FALSE,0.04551924775313003,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,20+,213164,110,17605,1145.4431456864195,FALSE,0.18291859317367137,IA,"Des Moines, IA"
1921000,Des Moines,Iowa,All,Alternatives,213164,110,2645,494.50176946093933,FALSE,0.027481947114135798,IA,"Des Moines, IA"
1922395,Dubuque,Iowa,All,"1, detached",59315,714,16886,462,FALSE,0.6191925488614279,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,"1, attached",59315,714,1110,232,TRUE,0.040702577829929226,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,2,59315,714,1381,274,FALSE,0.050639873858677714,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,3 or 4,59315,714,1821,276,FALSE,0.06677422903450551,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,5 to 9,59315,714,1379,227,FALSE,0.05056653588060577,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,10 to 19,59315,714,1186,220,FALSE,0.04348942099666312,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,20+,59315,714,2561,377.4453602841079,FALSE,0.09390928092112501,IA,"Dubuque, IA"
1922395,Dubuque,Iowa,All,Alternatives,59315,714,947,124.33824833895642,FALSE,0.03472553261706575,IA,"Dubuque, IA"
1938595,Iowa City,Iowa,All,"1, detached",74878,520,13711,701,FALSE,0.4097361264680393,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,"1, attached",74878,520,2853,356,FALSE,0.08525834503780294,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,2,74878,520,1166,306,TRUE,0.03484445506977856,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,3 or 4,74878,520,1372,290,TRUE,0.04100050802378747,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,5 to 9,74878,520,3184,463,FALSE,0.09514986701730269,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,10 to 19,74878,520,4344,481,FALSE,0.1298150195738577,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,20+,74878,520,5983,623.4845627599773,FALSE,0.1787944894360936,IA,"Iowa City, IA"
1938595,Iowa City,Iowa,All,Alternatives,74878,520,850,214.39449619801343,TRUE,0.025401189373337716,IA,"Iowa City, IA"
1973335,Sioux City,Iowa,All,"1, detached",85469,434,24435,699,FALSE,0.7098657835105456,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,"1, attached",85469,434,921,179,FALSE,0.026756144326302946,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,2,85469,434,1206,335,TRUE,0.035035732961478126,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,3 or 4,85469,434,1248,272,TRUE,0.036255882865609206,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,5 to 9,85469,434,1217,296,TRUE,0.03535529603160769,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,10 to 19,85469,434,1211,291,TRUE,0.03518098890244611,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,20+,85469,434,2857,437.3739818507726,FALSE,0.08299924466910696,IA,"Sioux City, IA"
1973335,Sioux City,Iowa,All,Alternatives,85469,434,1327,328.97568299191965,TRUE,0.038550926732903376,IA,"Sioux City, IA"
1982425,Waterloo,Iowa,All,"1, detached",67256,604,21868,578,FALSE,0.6836313617606602,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,"1, attached",67256,604,1177,213,FALSE,0.03679504814305364,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,2,67256,604,1050,234,TRUE,0.03282480930348881,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,3 or 4,67256,604,1135,253,TRUE,0.035482055770914095,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,5 to 9,67256,604,1878,325,FALSE,0.058709516068525695,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,10 to 19,67256,604,1694,291,FALSE,0.05295735900962861,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,20+,67256,604,2207,312.313944613429,FALSE,0.06899462298361886,IA,"Waterloo, IA"
1982425,Waterloo,Iowa,All,Alternatives,67256,604,979,231.82105167564055,TRUE,0.030605226960110043,IA,"Waterloo, IA"
1983910,West Des Moines,Iowa,All,"1, detached",68744,590,15265,704,FALSE,0.458918317650242,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,"1, attached",68744,590,4007,463,FALSE,0.1204641794185732,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,2,68744,590,244,132,TRUE,0.007335477858280973,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,3 or 4,68744,590,474,171,TRUE,0.014250067642726152,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,5 to 9,68744,590,2743,454,FALSE,0.08246399903797012,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,10 to 19,68744,590,3008,382,FALSE,0.09043080900700479,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,20+,68744,590,7186,769.0942725050031,FALSE,0.21603583561314374,IA,"West Des Moines, IA"
1983910,West Des Moines,Iowa,All,Alternatives,68744,590,336,127.283148923964,TRUE,0.010101313772059044,IA,"West Des Moines, IA"
2036000,Kansas City,Kansas,All,"1, detached",155438,174,44039,821,FALSE,0.6906886654851712,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,"1, attached",155438,174,5726,428,FALSE,0.08980411223161494,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,2,155438,174,1362,263,FALSE,0.021361020059283888,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,3 or 4,155438,174,1622,300,FALSE,0.025438747823904893,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,5 to 9,155438,174,2093,368,FALSE,0.0328257085051991,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,10 to 19,155438,174,2936,343,FALSE,0.04604695660356645,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,20+,155438,174,4588,463.6830814252338,FALSE,0.0719562114772353,KS,"Kansas City, KS"
2036000,Kansas City,Kansas,All,Alternatives,155438,174,1395,252.43811122728675,FALSE,0.021878577814024247,KS,"Kansas City, KS"
2038900,Lawrence,Kansas,All,"1, detached",95103,363,20368,795,FALSE,0.4666315379504685,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,"1, attached",95103,363,4840,516,FALSE,0.11088455634722445,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,2,95103,363,1371,307,TRUE,0.03140965428761255,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,3 or 4,95103,363,3333,527,FALSE,0.07635913766638411,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,5 to 9,95103,363,3683,561,FALSE,0.08437764897248505,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,10 to 19,95103,363,4209,704,FALSE,0.0964283259639396,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,20+,95103,363,5223,744.605264552971,FALSE,0.1196590987193292,KS,"Lawrence, KS"
2038900,Lawrence,Kansas,All,Alternatives,95103,363,622,216.8340379184043,TRUE,0.01425004009255653,KS,"Lawrence, KS"
2039350,Lenexa,Kansas,All,"1, detached",57497,743,14359,572,FALSE,0.5641821539428706,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,"1, attached",57497,743,2238,258,FALSE,0.08793367647636635,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,2,57497,743,258,145,TRUE,0.010137126242583788,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,3 or 4,57497,743,974,213,TRUE,0.03826961612510314,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,5 to 9,57497,743,2149,338,FALSE,0.08443676083454481,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,10 to 19,57497,743,2311,454,FALSE,0.09080193312639975,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,20+,57497,743,3137,427.20018726587654,FALSE,0.12325645357746258,KS,"Lenexa, KS"
2039350,Lenexa,Kansas,All,Alternatives,57497,743,25,39.6232255123179,TRUE,9.822796746689717e-4,KS,"Lenexa, KS"
2044250,Manhattan,Kansas,All,"1, detached",54287,793,10586,616,FALSE,0.4362122960276908,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,"1, attached",54287,793,1765,292,FALSE,0.0727295203560244,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,2,54287,793,1786,419,TRUE,0.07359485742541619,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,3 or 4,54287,793,1142,319,TRUE,0.047057853964067906,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,5 to 9,54287,793,2280,377,FALSE,0.09395088181968024,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,10 to 19,54287,793,3453,477,FALSE,0.1422861381242789,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,20+,54287,793,2195,398.91853805006355,FALSE,0.09044832701499918,KS,"Manhattan, KS"
2044250,Manhattan,Kansas,All,Alternatives,54287,793,1061,298.22474746405607,TRUE,0.04372012526784243,KS,"Manhattan, KS"
2052575,Olathe,Kansas,All,"1, detached",142114,200,37415,876,FALSE,0.7115146905010935,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,"1, attached",142114,200,4980,533,FALSE,0.09470381287439383,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,2,142114,200,564,171,TRUE,0.010725492060473518,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,3 or 4,142114,200,1490,285,FALSE,0.028335076542740326,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,5 to 9,142114,200,1708,278,FALSE,0.03248074545973186,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,10 to 19,142114,200,1998,370,FALSE,0.03799562612912428,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,20+,142114,200,3935,595.8691131448248,FALSE,0.0748312256346867,KS,"Olathe, KS"
2052575,Olathe,Kansas,All,Alternatives,142114,200,495,186.9598887462228,TRUE,0.009413330797756013,KS,"Olathe, KS"
2053775,Overland Park,Kansas,All,"1, detached",196676,133,49604,992,FALSE,0.5754524361948956,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,"1, attached",196676,133,8100,644,FALSE,0.09396751740139211,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,2,196676,133,839,259,TRUE,0.009733178654292343,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,3 or 4,196676,133,4805,565,FALSE,0.05574245939675174,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,5 to 9,196676,133,9545,769,FALSE,0.1107308584686775,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,10 to 19,196676,133,5233,586,FALSE,0.060707656612529005,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,20+,196676,133,7973,767.6066701117181,FALSE,0.09249419953596287,KS,"Overland Park, KS"
2053775,Overland Park,Kansas,All,Alternatives,196676,133,101,64.32728814430156,TRUE,0.00117169373549884,KS,"Overland Park, KS"
2064500,Shawnee,Kansas,All,"1, detached",67671,601,18792,626,FALSE,0.7141717022004332,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,"1, attached",67671,601,1998,319,FALSE,0.0759320487971725,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,2,67671,601,336,153,TRUE,0.012769353551476457,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,3 or 4,67671,601,668,181,TRUE,0.02538669098924486,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,5 to 9,67671,601,1568,315,TRUE,0.0595903165735568,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,10 to 19,67671,601,1614,320,FALSE,0.06133850188119941,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,20+,67671,601,1008,333.097583299549,TRUE,0.03830806065442937,KS,"Shawnee, KS"
2064500,Shawnee,Kansas,All,Alternatives,67671,601,329,232.08619088605855,TRUE,0.012503325352487363,KS,"Shawnee, KS"
2071000,Topeka,Kansas,All,"1, detached",126431,229,39316,865,FALSE,0.6554086718789071,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,"1, attached",126431,229,3378,417,FALSE,0.05631220097687832,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,2,126431,229,1934,425,TRUE,0.032240318735726074,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,3 or 4,126431,229,2434,385,FALSE,0.04057545801590345,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,5 to 9,126431,229,2287,325,FALSE,0.038124927067531296,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,10 to 19,126431,229,3544,473,FALSE,0.05907946721789721,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,20+,126431,229,5095,539.5266443837598,FALSE,0.08493506926500742,KS,"Topeka, KS"
2071000,Topeka,Kansas,All,Alternatives,126431,229,1999,413.5408081435253,TRUE,0.03332388684214913,KS,"Topeka, KS"
2079000,Wichita,Kansas,All,"1, detached",395951,49,116093,1491,FALSE,0.6644783158665927,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,"1, attached",395951,49,7476,538,FALSE,0.04279017588845707,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,2,395951,49,6647,734,FALSE,0.038045251355079475,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,3 or 4,395951,49,8668,666,FALSE,0.04961279355285526,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,5 to 9,395951,49,7223,750,FALSE,0.04134208673653363,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,10 to 19,395951,49,9762,921,FALSE,0.05587449130860325,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,20+,395951,49,13764,855.8598016030429,FALSE,0.07878062880266494,KS,"Wichita, KS"
2079000,Wichita,Kansas,All,Alternatives,395951,49,5080,646.5175945014954,FALSE,0.02907625648921374,KS,"Wichita, KS"
2108902,Bowling Green,Kentucky,All,"1, detached",72385,542,14549,647,FALSE,0.46025117838727025,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,"1, attached",72385,542,842,206,TRUE,0.026636297491379583,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,2,72385,542,1910,368,FALSE,0.0604220049982601,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,3 or 4,72385,542,3692,537,FALSE,0.11679478662490905,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,5 to 9,72385,542,3484,464,FALSE,0.11021479864604093,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,10 to 19,72385,542,3304,514,FALSE,0.10452057827971276,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,20+,72385,542,2449,457.8394915251414,FALSE,0.07747303153965392,KY,"Bowling Green, KY"
2108902,Bowling Green,Kentucky,All,Alternatives,72385,542,1381,313.3448579440869,TRUE,0.0436873240327734,KY,"Bowling Green, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,"1, detached",321276,58,86730,1348,FALSE,0.5926406778502853,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,"1, attached",321276,58,9760,905,FALSE,0.0666917216167276,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,2,321276,58,4693,586,FALSE,0.03206805835525642,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,3 or 4,321276,58,6495,669,FALSE,0.044381427448836656,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,5 to 9,321276,58,10444,789,FALSE,0.07136560866445728,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,10 to 19,321276,58,12493,904,FALSE,0.08536677030305101,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,20+,321276,58,14357,961.1123763639713,FALSE,0.09810379582493423,KY,"Lexington-Fayette urban county, KY"
2146027,Lexington-Fayette urban county,Kentucky,All,Alternatives,321276,58,1373,254.16726775885206,FALSE,0.009381939936451535,KY,"Lexington-Fayette urban county, KY"
2148006,Lousiville,Kentucky,All,"1, detached",629176,29,183354,2058,FALSE,0.6389175401427297,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,"1, attached",629176,29,11188,712,FALSE,0.03898583853702052,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,2,629176,29,7083,735,FALSE,0.024681506467439787,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,3 or 4,629176,29,23834,1558,FALSE,0.08305224130240857,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,5 to 9,629176,29,19701,1189,FALSE,0.06865034009812668,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,10 to 19,629176,29,15513,972,FALSE,0.05405678523639607,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,20+,629176,29,22007,1282.3310804936455,FALSE,0.0766858552631579,KY,"Lousiville, KY"
2148006,Lousiville,Kentucky,All,Alternatives,629176,29,4296,586.9522978914044,FALSE,0.014969892952720784,KY,"Lousiville, KY"
2158620,Owensboro,Kentucky,All,"1, detached",60019,700,18990,687,FALSE,0.6922319833776838,KY,"Owensboro, KY"
2158620,Owensboro,Kentucky,All,"1, attached",60019,700,539,133,TRUE,0.01964786935442715,KY,"Owensboro, KY"
2158620,Owensboro,Kentucky,All,2,60019,700,1509,322,TRUE,0.055006743702839644,KY,"Owensboro, KY"
2158620,Owensboro,Kentucky,All,3 or 4,60019,700,2064,343,FALSE,0.07523785222177669,KY,"Owensboro, KY"
